order_id|customer_id|order_timestamp|order_status|sales_channel|currency_code|order_total
94|71|2026-01-09 01:36:00|Pending|Partner|USD|6911.83
95|46|2025-10-02 21:01:00|Shipped|Partner|USD|15074.68
96|120|2026-03-26 08:18:00|Completed|Partner|USD|11151.53
97|80|2026-06-03 07:28:00|Pending|Digital|USD|10176.88
98|29|2026-06-23 18:30:00|Completed|Partner|USD|663.43
99|57|2025-06-18 20:33:00|Completed|Partner|USD|7651.63
100|194|2026-03-23 08:37:00|Pending|Partner|USD|2892.00
101|53|2026-04-09 17:53:00|Pending|Partner|USD|14294.05
102|88|2025-06-21 15:00:00|Completed|Direct|USD|11248.88
103|164|2025-07-15 14:01:00|Completed|Direct|USD|16974.21
104|153|2026-05-29 14:00:00|Shipped|Direct|USD|4494.00
105|15|2025-04-27 07:19:00|Completed|Direct|USD|6036.25
106|84|2025-11-01 05:53:00|Completed|Direct|USD|9405.15
107|40|2026-01-28 10:25:00|Completed|Digital|USD|20612.55
108|155|2025-10-29 07:57:00|Completed|Partner|USD|3834.57
109|98|2026-03-12 10:16:00|Pending|Partner|USD|6876.71
110|194|2025-03-15 22:24:00|Completed|Digital|USD|17814.05
111|99|2025-06-15 13:42:00|Pending|Direct|USD|12078.58
112|109|2025-12-15 06:44:00|Completed|Direct|USD|16690.54
113|185|2025-03-15 04:11:00|Pending|Direct|USD|12389.01
114|133|2026-06-28 20:46:00|Shipped|Direct|USD|12976.28
115|133|2026-01-25 15:00:00|Pending|Direct|USD|5398.50
116|150|2026-08-23 07:04:00|Pending|Partner|USD|6771.24
117|126|2025-08-24 20:11:00|Completed|Digital|USD|4040.83
118|117|2025-01-22 04:41:00|Completed|Digital|USD|3733.50
119|119|2026-06-18 20:43:00|Completed|Partner|USD|17936.18
120|52|2026-02-14 17:19:00|Completed|Direct|USD|6797.85
121|39|2026-03-27 16:24:00|Completed|Digital|USD|1629.50
122|83|2026-07-12 23:40:00|Shipped|Partner|USD|8607.65
123|96|2025-07-09 20:45:00|Completed|Digital|USD|11845.50
124|58|2026-01-26 05:38:00|Completed|Direct|USD|3285.00
125|45|2026-04-27 01:00:00|Completed|Digital|USD|13559.26
126|17|2025-06-25 09:35:00|Completed|Digital|USD|3467.36
127|131|2026-01-06 00:18:00|Completed|Digital|USD|3340.50
128|47|2025-10-10 00:58:00|Completed|Direct|USD|15002.06
129|118|2025-06-16 03:21:00|Pending|Partner|USD|958.31
130|92|2026-05-23 13:20:00|Completed|Direct|USD|8534.82
131|184|2025-06-17 01:43:00|Pending|Partner|USD|12229.50
132|28|2025-02-12 17:45:00|Pending|Partner|USD|1237.00
133|138|2025-05-21 05:16:00|Pending|Partner|USD|7445.41
134|195|2025-09-11 11:34:00|Shipped|Direct|USD|11216.75
135|17|2026-06-27 02:31:00|Completed|Direct|USD|9778.23
136|190|2025-03-18 14:10:00|Completed|Digital|USD|13351.41
137|41|2025-06-28 21:11:00|Completed|Direct|USD|16600.58
138|85|2025-01-12 17:02:00|Completed|Digital|USD|1791.75
139|161|2026-01-08 05:57:00|Completed|Partner|USD|6625.58
140|37|2025-09-07 23:17:00|Completed|Partner|USD|8231.00
141|28|2025-11-27 16:42:00|Completed|Direct|USD|8884.31
142|28|2026-03-19 12:15:00|Completed|Digital|USD|1651.50
143|63|2025-11-01 02:08:00|Completed|Digital|USD|129.75
144|61|2025-06-12 22:04:00|Completed|Partner|USD|9917.71
145|152|2026-04-11 19:03:00|Completed|Direct|USD|10537.35
146|78|2026-08-17 04:28:00|Completed|Digital|USD|4625.33
147|13|2026-01-31 13:38:00|Completed|Partner|USD|8525.40
148|13|2025-04-14 09:31:00|Completed|Direct|USD|2275.45
149|15|2026-02-26 10:01:00|Pending|Digital|USD|9140.75
150|140|2025-07-09 00:52:00|Completed|Direct|USD|6692.50
151|158|2026-08-21 19:55:00|Completed|Digital|USD|8953.95
152|19|2026-08-19 22:37:00|Completed|Digital|USD|8637.45
153|82|2025-06-06 23:33:00|Completed|Digital|USD|6770.50
154|170|2025-10-04 12:00:00|Completed|Partner|USD|4990.50
155|73|2025-03-28 10:11:00|Completed|Partner|USD|17378.55
156|118|2026-08-19 03:29:00|Pending|Digital|USD|435.00
157|36|2026-04-04 17:39:00|Completed|Partner|USD|21486.05
158|129|2026-04-03 18:00:00|Completed|Digital|USD|4762.35
159|166|2026-08-16 07:29:00|Pending|Partner|USD|2437.65
160|24|2025-06-01 13:29:00|Completed|Direct|USD|1352.33
161|199|2025-01-06 09:08:00|Shipped|Digital|USD|14220.53
162|24|2026-04-13 17:23:00|Pending|Direct|USD|6387.41
163|91|2026-04-23 00:50:00|Completed|Partner|USD|13277.25
164|88|2026-05-20 03:06:00|Completed|Partner|USD|7573.78
165|124|2025-07-13 07:30:00|Completed|Digital|USD|15409.01
166|95|2025-03-16 02:16:00|Completed|Digital|USD|9973.65
167|102|2025-04-10 01:20:00|Completed|Partner|USD|14554.90
168|118|2025-08-02 20:10:00|Completed|Partner|USD|17391.08
169|39|2025-06-10 21:11:00|Completed|Direct|USD|4133.73
170|122|2025-11-05 14:09:00|Shipped|Direct|USD|7810.50
171|42|2025-01-23 19:15:00|Completed|Partner|USD|9242.85
172|95|2026-07-30 08:20:00|Shipped|Direct|USD|1482.50
173|116|2025-07-04 14:06:00|Pending|Digital|USD|3940.30
174|112|2026-03-01 18:35:00|Completed|Partner|USD|6122.93
175|159|2025-01-23 01:02:00|Pending|Digital|USD|10215.85
176|187|2026-08-12 07:26:00|Completed|Direct|USD|12588.98
177|44|2026-03-29 15:16:00|Completed|Digital|USD|5882.31
178|199|2026-01-04 23:20:00|Completed|Partner|USD|4626.90
179|100|2026-07-17 12:52:00|Completed|Direct|USD|9612.30
180|4|2026-04-08 00:36:00|Completed|Partner|USD|11349.68
181|40|2025-11-03 08:01:00|Completed|Direct|USD|19133.84
182|175|2026-02-09 20:06:00|Shipped|Digital|USD|9054.30
183|5|2025-01-12 11:52:00|Completed|Partner|USD|4186.16
184|196|2025-04-07 22:17:00|Shipped|Digital|USD|10777.08
185|89|2025-02-10 01:56:00|Completed|Direct|USD|7746.33
186|35|2026-01-26 10:49:00|Shipped|Direct|USD|1698.39
187|185|2026-06-13 22:14:00|Completed|Partner|USD|22505.10
188|25|2026-08-02 11:24:00|Completed|Direct|USD|13415.90
189|117|2026-03-18 23:49:00|Completed|Partner|USD|652.75
190|191|2025-03-10 09:00:00|Completed|Partner|USD|4716.28
191|195|2026-03-16 18:29:00|Pending|Direct|USD|6351.75
192|86|2025-03-19 16:36:00|Pending|Direct|USD|13319.36
193|165|2026-08-05 00:12:00|Completed|Partner|USD|10763.00
194|107|2026-05-12 19:10:00|Completed|Direct|USD|9906.75
195|34|2025-08-05 09:27:00|Pending|Digital|USD|6911.40
196|18|2025-04-21 23:25:00|Completed|Partner|USD|4814.45
197|111|2025-11-22 11:12:00|Pending|Direct|USD|14024.25
198|16|2025-02-14 07:45:00|Completed|Digital|USD|4078.81
199|108|2026-04-15 14:20:00|Completed|Direct|USD|17647.41
200|8|2025-07-19 21:55:00|Completed|Direct|USD|8543.97
201|170|2025-08-26 14:22:00|Pending|Partner|USD|3454.29
202|113|2026-07-03 09:01:00|Completed|Digital|USD|1102.88
203|23|2025-08-22 12:20:00|Completed|Direct|USD|9506.15
204|130|2026-01-06 06:26:00|Completed|Digital|USD|1819.88
205|129|2026-01-11 18:24:00|Completed|Partner|USD|18069.45
206|117|2025-07-10 20:35:00|Completed|Digital|USD|6788.10
207|79|2025-10-27 09:47:00|Shipped|Digital|USD|9877.11
208|82|2025-10-06 15:12:00|Completed|Digital|USD|8684.46
209|110|2025-07-23 21:49:00|Completed|Digital|USD|13500.10
210|151|2026-08-12 11:13:00|Completed|Partner|USD|16176.75
211|107|2025-02-17 04:55:00|Pending|Partner|USD|2876.40
212|177|2026-05-02 14:21:00|Completed|Partner|USD|5674.55
213|170|2026-07-09 01:13:00|Completed|Direct|USD|12511.73
214|94|2025-05-13 20:34:00|Completed|Direct|USD|10571.50
215|174|2025-02-09 06:19:00|Pending|Direct|USD|2853.78
216|191|2026-02-19 09:01:00|Completed|Digital|USD|11707.05
217|153|2026-07-24 20:23:00|Pending|Partner|USD|3492.00
218|20|2025-06-17 12:04:00|Completed|Partner|USD|18974.00
219|138|2025-01-13 01:13:00|Pending|Partner|USD|6650.25
220|183|2026-07-15 00:41:00|Shipped|Direct|USD|8610.38
221|61|2026-07-19 14:34:00|Completed|Direct|USD|7489.00
222|57|2026-03-01 20:04:00|Completed|Partner|USD|6049.95
223|139|2025-06-08 12:28:00|Completed|Direct|USD|17076.76
224|194|2025-08-15 13:35:00|Completed|Digital|USD|3498.75
225|31|2026-08-10 09:05:00|Completed|Digital|USD|15478.95
226|185|2026-06-07 04:04:00|Completed|Direct|USD|4897.50
227|92|2026-08-16 05:12:00|Completed|Digital|USD|8632.13
228|181|2026-01-29 21:02:00|Completed|Direct|USD|6380.74
229|109|2025-02-21 14:20:00|Pending|Digital|USD|7709.28
230|37|2025-12-17 12:59:00|Completed|Direct|USD|4741.65
231|14|2025-05-02 08:34:00|Shipped|Digital|USD|12938.14
232|119|2025-03-19 00:55:00|Shipped|Partner|USD|4924.00
233|14|2025-09-04 03:36:00|Shipped|Partner|USD|587.48
234|160|2026-07-04 18:51:00|Pending|Digital|USD|14289.55
235|61|2025-05-15 23:08:00|Completed|Digital|USD|13448.74
236|55|2026-08-01 20:49:00|Pending|Digital|USD|8111.49
237|161|2025-08-12 13:50:00|Completed|Digital|USD|13436.26
238|7|2025-02-04 15:51:00|Completed|Digital|USD|12128.95
239|22|2025-02-12 18:59:00|Completed|Digital|USD|2253.88
240|61|2025-11-20 20:52:00|Shipped|Direct|USD|12945.07
241|163|2026-03-17 16:46:00|Completed|Direct|USD|12204.00
242|15|2026-05-26 01:50:00|Completed|Digital|USD|14228.35
243|159|2026-01-20 19:28:00|Pending|Digital|USD|6351.75
244|16|2026-05-14 20:54:00|Pending|Partner|USD|12799.81
245|118|2026-02-10 09:53:00|Pending|Direct|USD|1959.38
246|185|2026-03-24 02:22:00|Completed|Partner|USD|7834.35
247|125|2026-04-15 14:47:00|Shipped|Partner|USD|2737.50
248|88|2025-12-30 01:42:00|Completed|Direct|USD|9982.51
249|75|2025-07-04 01:04:00|Shipped|Digital|USD|186.50
250|198|2025-04-26 05:57:00|Completed|Digital|USD|7535.31
251|155|2025-09-03 19:51:00|Completed|Digital|USD|8935.75
252|73|2026-04-16 11:46:00|Completed|Digital|USD|7923.60
253|70|2026-01-07 05:58:00|Completed|Partner|USD|18801.66
254|185|2026-08-11 14:54:00|Pending|Partner|USD|10723.90
255|90|2026-08-22 05:30:00|Completed|Direct|USD|10683.25
256|78|2025-10-10 00:17:00|Completed|Partner|USD|6569.75
257|72|2026-07-18 04:43:00|Pending|Partner|USD|9156.51
258|129|2025-11-28 05:37:00|Completed|Digital|USD|3111.75
259|69|2025-04-18 19:26:00|Completed|Partner|USD|624.75
260|102|2026-01-13 04:26:00|Completed|Partner|USD|375.98
261|41|2026-05-08 10:35:00|Pending|Direct|USD|1149.98
262|137|2026-02-22 15:24:00|Completed|Partner|USD|5776.87
263|151|2025-06-15 18:39:00|Completed|Partner|USD|6294.53
264|185|2025-06-27 09:20:00|Shipped|Partner|USD|8173.28
265|64|2026-01-09 04:50:00|Completed|Direct|USD|19588.10
266|117|2025-04-05 19:43:00|Shipped|Digital|USD|4714.60
267|120|2026-08-21 06:31:00|Shipped|Digital|USD|5212.00
268|53|2025-06-30 22:44:00|Completed|Direct|USD|474.50
269|79|2025-07-25 00:49:00|Completed|Partner|USD|21216.42
270|119|2026-02-22 01:35:00|Completed|Digital|USD|22173.69
271|112|2026-07-23 09:42:00|Completed|Direct|USD|2612.50
272|68|2025-11-07 00:55:00|Completed|Digital|USD|4305.98
273|196|2026-04-25 23:52:00|Shipped|Digital|USD|1886.00
274|7|2026-01-04 15:25:00|Shipped|Partner|USD|24182.75
275|8|2025-01-17 01:10:00|Completed|Direct|USD|4167.00
276|142|2026-06-10 12:22:00|Shipped|Digital|USD|7500.75
277|23|2025-11-24 12:10:00|Completed|Direct|USD|6914.10
278|57|2026-08-08 04:42:00|Pending|Digital|USD|17210.44
279|185|2025-07-10 16:43:00|Completed|Partner|USD|8139.63
280|68|2025-11-25 02:12:00|Shipped|Digital|USD|2497.63
281|10|2025-05-04 07:06:00|Completed|Digital|USD|12563.70
282|177|2025-12-26 13:01:00|Completed|Partner|USD|9881.25
283|127|2025-07-31 04:12:00|Completed|Partner|USD|4914.90
284|73|2025-08-12 11:24:00|Pending|Partner|USD|9069.31
285|1|2025-04-13 20:39:00|Shipped|Direct|USD|18695.61
286|57|2025-12-20 17:39:00|Completed|Direct|USD|9067.57
287|84|2025-12-29 15:46:00|Shipped|Direct|USD|2190.00
288|95|2025-08-28 20:15:00|Completed|Direct|USD|8702.00
289|141|2026-05-10 00:46:00|Completed|Direct|USD|2489.40
290|58|2026-05-13 03:50:00|Pending|Digital|USD|4940.80
291|21|2026-03-13 21:21:00|Completed|Digital|USD|17817.15
292|121|2025-06-25 11:23:00|Completed|Direct|USD|6278.25
293|178|2026-08-17 13:05:00|Shipped|Partner|USD|12485.79
294|147|2025-07-27 08:28:00|Completed|Partner|USD|1310.00
295|90|2025-01-17 18:25:00|Completed|Digital|USD|18718.51
296|52|2026-04-08 08:25:00|Completed|Direct|USD|3024.67
297|66|2025-10-11 05:54:00|Completed|Partner|USD|5636.78
298|42|2026-04-17 22:17:00|Completed|Direct|USD|11292.33
299|150|2025-09-04 21:41:00|Shipped|Partner|USD|11451.89
300|24|2025-09-12 15:00:00|Completed|Direct|USD|24937.11
301|74|2026-07-03 03:05:00|Shipped|Direct|USD|18796.55
302|112|2025-07-02 01:37:00|Shipped|Partner|USD|17326.44
303|174|2025-07-10 14:46:00|Completed|Digital|USD|19591.05
304|173|2025-03-07 04:53:00|Completed|Partner|USD|1773.90
305|105|2026-05-07 06:13:00|Completed|Partner|USD|6175.45
306|130|2025-10-08 10:46:00|Pending|Digital|USD|5978.50
307|121|2026-05-28 12:42:00|Completed|Direct|USD|11016.25
308|63|2025-11-28 19:42:00|Completed|Partner|USD|5423.26
309|17|2026-01-26 21:05:00|Shipped|Direct|USD|6559.70
310|50|2025-03-08 02:16:00|Pending|Direct|USD|1846.50
311|86|2025-07-12 11:24:00|Shipped|Partner|USD|1015.33
312|127|2026-07-02 23:44:00|Completed|Direct|USD|8732.70
313|43|2026-05-27 07:08:00|Pending|Partner|USD|8561.35
314|37|2026-02-12 16:20:00|Completed|Direct|USD|13065.75
315|13|2026-06-24 23:50:00|Pending|Direct|USD|3707.43
316|55|2025-06-04 18:50:00|Shipped|Partner|USD|10260.50
317|63|2025-09-28 01:48:00|Completed|Digital|USD|3549.00
318|10|2025-04-06 18:12:00|Pending|Digital|USD|4596.00
319|72|2026-02-02 13:36:00|Pending|Partner|USD|10915.51
320|169|2026-03-17 15:36:00|Shipped|Direct|USD|6912.00
321|67|2025-08-25 10:36:00|Completed|Partner|USD|17459.76
322|7|2026-07-06 23:01:00|Completed|Direct|USD|6187.50
323|78|2025-09-08 12:48:00|Completed|Direct|USD|10850.90
324|36|2025-09-16 19:54:00|Completed|Direct|USD|3007.80
325|11|2025-03-29 11:00:00|Shipped|Digital|USD|2924.25
326|108|2025-09-27 08:13:00|Completed|Digital|USD|7163.64
327|107|2025-04-29 07:13:00|Completed|Digital|USD|3419.01
328|188|2026-07-16 01:12:00|Completed|Partner|USD|7694.71
329|187|2025-03-17 02:52:00|Pending|Direct|USD|9894.02
330|145|2025-11-05 09:21:00|Pending|Direct|USD|94.78
331|24|2025-12-09 12:26:00|Completed|Partner|USD|3571.70
332|165|2025-05-31 04:34:00|Completed|Direct|USD|7651.66
333|77|2025-06-08 15:27:00|Shipped|Partner|USD|5754.38
334|94|2026-01-19 09:50:00|Completed|Partner|USD|12069.46
335|60|2025-08-13 11:06:00|Completed|Digital|USD|713.36
336|4|2025-11-27 16:44:00|Completed|Digital|USD|10287.41
337|136|2026-07-01 03:53:00|Pending|Partner|USD|6221.80
338|78|2026-02-01 00:15:00|Completed|Digital|USD|7646.88
339|135|2025-08-20 23:22:00|Completed|Direct|USD|3249.50
340|198|2026-03-09 10:57:00|Shipped|Digital|USD|8619.35
341|98|2026-07-22 22:13:00|Completed|Direct|USD|6165.29
342|136|2025-04-29 17:25:00|Completed|Digital|USD|7748.50
343|176|2026-02-07 08:48:00|Shipped|Direct|USD|3528.75
344|97|2025-02-16 18:17:00|Shipped|Partner|USD|5790.00
345|152|2026-05-01 02:25:00|Completed|Direct|USD|9345.41
346|160|2025-06-08 16:08:00|Completed|Direct|USD|1815.00
347|13|2025-11-29 09:15:00|Shipped|Digital|USD|7755.58
348|84|2025-10-06 17:08:00|Pending|Direct|USD|9432.25
349|51|2026-01-10 07:33:00|Shipped|Partner|USD|14500.28
350|150|2025-08-28 06:46:00|Completed|Partner|USD|9655.26
351|123|2025-05-21 06:15:00|Completed|Direct|USD|11128.70
352|71|2025-09-16 20:57:00|Completed|Digital|USD|14788.80
353|120|2025-03-20 18:25:00|Pending|Digital|USD|7772.85
354|197|2026-06-08 00:16:00|Completed|Partner|USD|9173.54
355|127|2025-05-27 19:11:00|Completed|Direct|USD|2922.58
356|45|2025-06-27 01:55:00|Completed|Partner|USD|503.55
357|72|2026-01-19 08:10:00|Pending|Direct|USD|6773.29
358|141|2025-03-30 12:37:00|Completed|Partner|USD|1815.75
359|82|2026-08-10 19:28:00|Completed|Digital|USD|14466.39
360|14|2026-06-06 12:51:00|Completed|Partner|USD|4058.80
361|175|2025-09-24 02:43:00|Shipped|Direct|USD|12373.69
362|140|2025-10-20 19:57:00|Pending|Digital|USD|10287.41
363|189|2025-07-16 00:08:00|Completed|Digital|USD|16588.10
364|125|2025-06-25 09:23:00|Pending|Partner|USD|6447.50
365|164|2025-04-04 08:44:00|Pending|Partner|USD|8031.00
366|22|2026-06-28 12:24:00|Completed|Digital|USD|6191.25
367|149|2025-10-21 11:20:00|Pending|Direct|USD|6146.28
368|167|2025-06-15 12:15:00|Completed|Partner|USD|16474.20
369|126|2025-12-21 23:57:00|Completed|Direct|USD|3142.80
370|41|2026-04-27 13:40:00|Completed|Direct|USD|16222.66
371|56|2025-05-20 11:43:00|Completed|Partner|USD|5805.75
372|79|2025-11-02 00:42:00|Completed|Direct|USD|6474.90
373|175|2025-03-26 09:08:00|Completed|Direct|USD|9603.08
374|103|2026-05-13 06:02:00|Shipped|Digital|USD|12632.40
375|163|2025-10-20 16:29:00|Completed|Partner|USD|3285.00
376|188|2025-09-13 10:38:00|Completed|Partner|USD|1244.50
377|97|2025-08-17 08:42:00|Completed|Digital|USD|1126.94
378|50|2026-06-10 20:17:00|Pending|Partner|USD|6155.85
379|31|2026-04-01 04:09:00|Completed|Digital|USD|4814.10
380|15|2026-01-19 21:13:00|Completed|Partner|USD|14520.38
381|187|2025-03-05 19:13:00|Completed|Digital|USD|985.50
382|188|2025-08-14 01:47:00|Completed|Direct|USD|8093.55
383|82|2025-05-03 18:45:00|Shipped|Direct|USD|881.36
384|19|2026-08-14 23:26:00|Pending|Digital|USD|9347.59
385|154|2026-05-15 01:19:00|Completed|Partner|USD|7353.25
386|61|2025-11-12 02:02:00|Completed|Partner|USD|1791.75
387|50|2025-11-06 17:04:00|Pending|Digital|USD|6596.50
388|92|2025-10-01 02:34:00|Pending|Digital|USD|401.40
389|181|2026-05-04 19:58:00|Shipped|Direct|USD|4074.90
390|61|2025-05-13 04:37:00|Pending|Partner|USD|4112.18
391|40|2025-10-06 03:35:00|Pending|Partner|USD|14903.50
392|44|2026-04-19 12:11:00|Completed|Partner|USD|8860.88
393|199|2025-08-18 05:11:00|Completed|Partner|USD|1788.30
394|45|2026-03-14 01:21:00|Shipped|Direct|USD|11337.50
395|7|2025-12-13 19:19:00|Completed|Digital|USD|16372.32
396|123|2025-12-26 08:33:00|Pending|Partner|USD|13351.39
397|144|2025-11-10 14:45:00|Pending|Direct|USD|15295.95
398|162|2026-06-13 16:40:00|Completed|Digital|USD|6875.00
399|173|2025-02-04 03:49:00|Pending|Digital|USD|11680.35
400|200|2026-03-10 04:41:00|Pending|Partner|USD|4400.28
401|113|2025-12-10 07:42:00|Shipped|Digital|USD|22425.43
402|158|2025-08-07 22:27:00|Pending|Digital|USD|13570.78
403|161|2026-03-22 10:39:00|Completed|Direct|USD|3022.35
404|120|2025-03-01 03:35:00|Completed|Partner|USD|11712.30
405|185|2026-08-01 23:12:00|Pending|Partner|USD|10084.10
406|33|2026-01-13 05:15:00|Shipped|Direct|USD|2912.06
407|118|2025-05-11 23:09:00|Completed|Partner|USD|5316.83
408|119|2026-03-30 08:26:00|Completed|Direct|USD|12997.25
409|191|2025-08-20 18:15:00|Completed|Partner|USD|4257.58
410|75|2026-05-25 08:42:00|Completed|Digital|USD|3902.01
411|176|2025-06-12 05:12:00|Completed|Direct|USD|9386.50
412|39|2025-12-06 03:35:00|Completed|Direct|USD|10631.33
413|104|2025-04-06 20:04:00|Shipped|Digital|USD|943.00
414|8|2025-11-26 14:26:00|Completed|Direct|USD|13196.42
415|165|2025-09-12 18:07:00|Completed|Direct|USD|10290.79
416|8|2025-04-06 08:25:00|Completed|Partner|USD|12287.15
417|185|2026-08-19 21:45:00|Shipped|Direct|USD|5316.85
418|150|2025-12-13 16:45:00|Completed|Partner|USD|16257.60
419|61|2025-02-20 04:27:00|Completed|Partner|USD|11072.22
420|86|2026-03-26 02:19:00|Shipped|Digital|USD|15438.54
