order_line_id|order_id|product_id|quantity|unit_price|discount_pct|line_total
347|112|21|3|453.25|15.00|1155.79
348|113|15|4|345.75|0.00|1383.00
349|113|25|10|525.25|15.00|4464.63
350|113|37|8|741.25|5.00|5633.50
351|113|7|5|201.75|10.00|907.88
352|114|13|1|309.25|10.00|278.33
353|114|40|7|795.00|0.00|5565.00
354|114|29|9|597.25|0.00|5375.25
355|114|32|3|651.00|10.00|1757.70
356|115|24|9|507.00|0.00|4563.00
357|115|19|2|417.75|0.00|835.50
358|116|13|1|309.25|15.00|262.86
359|116|34|2|687.50|0.00|1375.00
360|116|31|9|633.75|10.00|5133.38
361|117|4|3|147.00|5.00|418.95
362|117|17|10|381.25|5.00|3621.88
363|118|16|1|363.00|0.00|363.00
364|118|27|6|561.75|0.00|3370.50
365|119|28|10|579.00|15.00|4921.50
366|119|32|11|651.00|15.00|6086.85
367|119|7|1|201.75|10.00|181.58
368|119|20|5|435.00|15.00|1848.75
369|119|23|10|489.75|0.00|4897.50
370|120|20|12|435.00|5.00|4959.00
371|120|4|9|147.00|5.00|1256.85
372|120|12|2|291.00|0.00|582.00
373|121|6|1|183.50|0.00|183.50
374|121|36|2|723.00|0.00|1446.00
375|122|38|2|759.50|0.00|1519.00
376|122|23|8|489.75|10.00|3526.20
377|122|7|4|201.75|0.00|807.00
378|122|25|4|525.25|5.00|1995.95
379|122|38|1|759.50|0.00|759.50
380|123|37|12|741.25|0.00|8895.00
381|123|11|4|273.75|0.00|1095.00
382|123|13|6|309.25|0.00|1855.50
383|124|11|12|273.75|0.00|3285.00
384|125|31|5|633.75|5.00|3010.31
385|125|27|6|561.75|10.00|3033.45
386|125|13|12|309.25|0.00|3711.00
387|125|26|7|543.50|0.00|3804.50
388|126|21|9|453.25|15.00|3467.36
389|127|14|12|327.50|15.00|3340.50
390|128|26|3|543.50|5.00|1548.98
391|128|33|2|669.25|5.00|1271.58
392|128|18|10|399.50|10.00|3595.50
393|128|40|12|795.00|10.00|8586.00
394|129|7|5|201.75|5.00|958.31
395|130|8|5|219.00|0.00|1095.00
396|130|22|11|471.50|15.00|4408.53
397|130|8|4|219.00|0.00|876.00
398|130|23|3|489.75|5.00|1395.79
399|130|38|1|759.50|0.00|759.50
400|131|36|2|723.00|10.00|1301.40
401|131|20|8|435.00|5.00|3306.00
402|131|35|12|705.75|10.00|7622.10
403|132|13|4|309.25|0.00|1237.00
404|133|7|1|201.75|5.00|191.66
405|133|6|7|183.50|0.00|1284.50
406|133|12|10|291.00|0.00|2910.00
407|133|16|2|363.00|0.00|726.00
408|133|39|3|777.75|0.00|2333.25
409|134|15|1|345.75|0.00|345.75
410|134|35|3|705.75|0.00|2117.25
411|134|17|8|381.25|0.00|3050.00
412|134|31|9|633.75|0.00|5703.75
413|135|13|1|309.25|10.00|278.33
414|135|32|11|651.00|0.00|7161.00
415|135|30|4|615.50|5.00|2338.90
416|136|13|7|309.25|0.00|2164.75
417|136|28|5|579.00|0.00|2895.00
418|136|5|3|165.25|5.00|470.96
419|136|15|5|345.75|0.00|1728.75
420|136|29|12|597.25|15.00|6091.95
421|137|25|7|525.25|10.00|3309.08
422|137|39|4|777.75|0.00|3111.00
423|137|35|10|705.75|0.00|7057.50
424|137|28|2|579.00|0.00|1158.00
425|137|14|6|327.50|0.00|1965.00
426|138|29|3|597.25|0.00|1791.75
427|139|33|11|669.25|10.00|6625.58
428|140|23|12|489.75|0.00|5877.00
429|140|3|4|129.75|0.00|519.00
430|140|6|10|183.50|0.00|1835.00
431|141|40|4|795.00|10.00|2862.00
432|141|37|1|741.25|15.00|630.06
433|141|25|3|525.25|0.00|1575.75
434|141|21|2|453.25|0.00|906.50
435|141|12|10|291.00|0.00|2910.00
436|142|6|10|183.50|10.00|1651.50
437|143|3|1|129.75|0.00|129.75
438|144|14|10|327.50|0.00|3275.00
439|144|15|1|345.75|5.00|328.46
440|144|20|11|435.00|10.00|4306.50
441|144|33|3|669.25|0.00|2007.75
442|145|13|8|309.25|10.00|2226.60
443|145|31|12|633.75|15.00|6464.25
444|145|30|3|615.50|0.00|1846.50
445|146|13|6|309.25|0.00|1855.50
446|146|35|1|705.75|10.00|635.18
447|146|27|4|561.75|5.00|2134.65
448|147|18|12|399.50|15.00|4074.90
449|147|12|11|291.00|0.00|3201.00
450|147|4|10|147.00|15.00|1249.50
451|148|33|4|669.25|15.00|2275.45
452|149|4|10|147.00|15.00|1249.50
453|149|7|10|201.75|10.00|1815.75
454|149|9|8|237.25|0.00|1898.00
455|149|19|10|417.75|0.00|4177.50
456|150|33|10|669.25|0.00|6692.50
457|151|16|2|363.00|10.00|653.40
458|151|12|7|291.00|10.00|1833.30
459|151|40|5|795.00|15.00|3378.75
460|151|20|6|435.00|15.00|2218.50
461|151|20|2|435.00|0.00|870.00
462|152|17|2|381.25|0.00|762.50
463|152|18|7|399.50|10.00|2516.85
464|152|13|4|309.25|0.00|1237.00
465|152|36|6|723.00|5.00|4121.10
466|153|30|11|615.50|0.00|6770.50
467|154|7|12|201.75|0.00|2421.00
468|154|29|3|597.25|0.00|1791.75
469|154|39|1|777.75|0.00|777.75
470|155|39|12|777.75|0.00|9333.00
471|155|35|12|705.75|5.00|8045.55
472|156|20|1|435.00|0.00|435.00
473|157|34|9|687.50|10.00|5568.75
474|157|29|10|597.25|0.00|5972.50
475|157|21|7|453.25|5.00|3014.11
476|157|37|11|741.25|15.00|6930.69
477|158|19|12|417.75|5.00|4762.35
478|159|7|4|201.75|5.00|766.65
479|159|19|4|417.75|0.00|1671.00
480|160|9|6|237.25|5.00|1352.33
481|161|25|4|525.25|10.00|1890.90
482|161|4|7|147.00|10.00|926.10
483|161|36|12|723.00|10.00|7808.40
484|161|37|5|741.25|10.00|3335.63
485|161|3|2|129.75|0.00|259.50
486|162|15|9|345.75|5.00|2956.16
487|162|17|9|381.25|0.00|3431.25
488|163|37|6|741.25|0.00|4447.50
489|163|6|8|183.50|0.00|1468.00
490|163|33|11|669.25|0.00|7361.75
491|164|34|7|687.50|15.00|4090.63
492|164|8|7|219.00|0.00|1533.00
493|164|36|2|723.00|10.00|1301.40
494|164|3|5|129.75|0.00|648.75
495|165|21|10|453.25|5.00|4305.88
496|165|34|11|687.50|5.00|7184.38
497|165|34|6|687.50|5.00|3918.75
498|166|21|3|453.25|0.00|1359.75
499|166|19|8|417.75|5.00|3174.90
500|166|21|12|453.25|0.00|5439.00
501|167|5|3|165.25|15.00|421.39
502|167|8|11|219.00|0.00|2409.00
503|167|17|11|381.25|5.00|3984.06
504|167|23|12|489.75|15.00|4995.45
505|167|17|8|381.25|10.00|2745.00
506|168|26|11|543.50|0.00|5978.50
507|168|12|8|291.00|10.00|2095.20
508|168|10|11|255.50|5.00|2669.98
509|168|30|12|615.50|10.00|6647.40
510|169|7|2|201.75|0.00|403.50
511|169|33|2|669.25|15.00|1137.73
512|169|17|8|381.25|15.00|2592.50
513|170|23|2|489.75|0.00|979.50
514|170|15|9|345.75|0.00|3111.75
515|170|20|9|435.00|5.00|3719.25
516|171|1|6|93.25|0.00|559.50
517|171|5|9|165.25|0.00|1487.25
518|171|3|5|129.75|0.00|648.75
519|171|25|12|525.25|15.00|5357.55
520|171|5|8|165.25|10.00|1189.80
521|172|37|2|741.25|0.00|1482.50
522|173|13|8|309.25|5.00|2350.30
523|173|40|2|795.00|0.00|1590.00
524|174|27|2|561.75|15.00|954.98
525|174|26|10|543.50|10.00|4891.50
526|174|12|1|291.00|5.00|276.45
527|175|27|7|561.75|0.00|3932.25
528|175|13|4|309.25|0.00|1237.00
529|175|16|11|363.00|5.00|3793.35
530|175|19|3|417.75|0.00|1253.25
531|176|30|12|615.50|5.00|7016.70
532|176|22|3|471.50|0.00|1414.50
533|176|26|9|543.50|15.00|4157.78
534|177|11|11|273.75|15.00|2559.56
535|177|7|3|201.75|0.00|605.25
536|177|26|5|543.50|0.00|2717.50
537|178|15|8|345.75|5.00|2627.70
538|178|3|12|129.75|15.00|1323.45
539|178|40|1|795.00|15.00|675.75
540|179|3|8|129.75|0.00|1038.00
541|179|23|2|489.75|10.00|881.55
542|179|35|3|705.75|0.00|2117.25
543|179|23|9|489.75|0.00|4407.75
544|179|3|9|129.75|0.00|1167.75
545|180|38|9|759.50|15.00|5810.18
546|180|30|9|615.50|0.00|5539.50
547|181|6|1|183.50|5.00|174.33
548|181|39|9|777.75|5.00|6649.76
549|181|30|12|615.50|0.00|7386.00
550|181|20|9|435.00|0.00|3915.00
551|181|7|5|201.75|0.00|1008.75
552|182|9|2|237.25|10.00|427.05
553|182|33|9|669.25|0.00|6023.25
554|182|32|4|651.00|0.00|2604.00
555|183|1|3|93.25|5.00|265.76
556|183|8|1|219.00|15.00|186.15
557|183|23|4|489.75|15.00|1665.15
558|183|16|6|363.00|5.00|2069.10
559|184|2|8|111.50|15.00|758.20
560|184|31|5|633.75|10.00|2851.88
561|184|29|12|597.25|0.00|7167.00
562|185|1|8|93.25|5.00|708.70
563|185|20|10|435.00|0.00|4350.00
564|185|29|5|597.25|10.00|2687.63
565|186|20|2|435.00|5.00|826.50
566|186|1|11|93.25|15.00|871.89
567|187|26|8|543.50|0.00|4348.00
568|187|26|7|543.50|0.00|3804.50
569|187|38|8|759.50|10.00|5468.40
570|187|35|12|705.75|15.00|7198.65
571|187|5|12|165.25|15.00|1685.55
572|188|16|9|363.00|5.00|3103.65
573|188|38|10|759.50|0.00|7595.00
574|188|19|2|417.75|0.00|835.50
575|188|7|2|201.75|0.00|403.50
576|188|11|6|273.75|10.00|1478.25
577|189|1|7|93.25|0.00|652.75
578|190|33|6|669.25|5.00|3814.73
579|190|9|4|237.25|5.00|901.55
580|191|35|9|705.75|0.00|6351.75
581|192|33|3|669.25|5.00|1907.36
582|192|14|12|327.50|0.00|3930.00
583|192|20|10|435.00|0.00|4350.00
584|192|20|8|435.00|10.00|3132.00
585|193|37|8|741.25|5.00|5633.50
586|193|2|8|111.50|0.00|892.00
587|193|32|5|651.00|0.00|3255.00
588|193|14|3|327.50|0.00|982.50
589|194|18|2|399.50|5.00|759.05
590|194|22|11|471.50|0.00|5186.50
591|194|19|7|417.75|0.00|2924.25
592|194|10|1|255.50|10.00|229.95
593|194|7|4|201.75|0.00|807.00
594|195|23|5|489.75|0.00|2448.75
595|195|12|10|291.00|10.00|2619.00
596|195|36|3|723.00|15.00|1843.65
597|196|25|8|525.25|10.00|3781.80
598|196|26|2|543.50|5.00|1032.65
599|197|13|9|309.25|0.00|2783.25
600|197|5|5|165.25|0.00|826.25
601|197|30|10|615.50|0.00|6155.00
602|197|14|1|327.50|0.00|327.50
603|197|27|7|561.75|0.00|3932.25
604|198|25|5|525.25|15.00|2232.31
605|198|30|3|615.50|0.00|1846.50
606|199|17|2|381.25|0.00|762.50
607|199|23|3|489.75|10.00|1322.33
608|199|38|6|759.50|10.00|4101.30
609|199|34|9|687.50|5.00|5878.13
610|199|23|12|489.75|5.00|5583.15
611|200|31|7|633.75|5.00|4214.44
612|200|39|6|777.75|15.00|3966.53
613|200|16|1|363.00|0.00|363.00
614|201|38|4|759.50|0.00|3038.00
615|201|23|1|489.75|15.00|416.29
616|202|3|10|129.75|15.00|1102.88
617|203|13|5|309.25|0.00|1546.25
618|203|19|8|417.75|5.00|3174.90
619|203|20|11|435.00|0.00|4785.00
620|204|11|5|273.75|10.00|1231.88
621|204|4|4|147.00|0.00|588.00
622|205|19|3|417.75|0.00|1253.25
623|205|35|9|705.75|0.00|6351.75
624|205|29|10|597.25|10.00|5375.25
625|205|21|4|453.25|10.00|1631.70
626|205|15|10|345.75|0.00|3457.50
627|206|22|11|471.50|0.00|5186.50
628|206|35|1|705.75|0.00|705.75
629|206|22|2|471.50|5.00|895.85
630|207|17|8|381.25|0.00|3050.00
631|207|9|4|237.25|5.00|901.55
632|207|31|11|633.75|15.00|5925.56
633|208|19|6|417.75|15.00|2130.53
634|208|26|7|543.50|0.00|3804.50
635|208|17|3|381.25|0.00|1143.75
636|208|27|1|561.75|10.00|505.58
637|208|28|2|579.00|5.00|1100.10
638|209|29|8|597.25|0.00|4778.00
639|209|40|2|795.00|10.00|1431.00
640|209|34|7|687.50|0.00|4812.50
641|209|16|4|363.00|10.00|1306.80
642|209|32|2|651.00|10.00|1171.80
643|210|37|11|741.25|0.00|8153.75
644|210|2|12|111.50|0.00|1338.00
645|210|6|11|183.50|0.00|2018.50
646|210|39|6|777.75|0.00|4666.50
647|211|18|8|399.50|10.00|2876.40
648|212|14|10|327.50|0.00|3275.00
649|212|35|4|705.75|15.00|2399.55
650|213|32|10|651.00|15.00|5533.50
651|213|8|1|219.00|0.00|219.00
652|213|18|9|399.50|15.00|3056.18
653|213|12|8|291.00|15.00|1978.80
654|213|16|5|363.00|5.00|1724.25
655|214|5|2|165.25|10.00|297.45
656|214|32|8|651.00|15.00|4426.80
657|214|30|10|615.50|5.00|5847.25
658|215|8|1|219.00|10.00|197.10
659|215|18|7|399.50|5.00|2656.68
660|216|40|11|795.00|10.00|7870.50
661|216|30|5|615.50|0.00|3077.50
662|216|18|2|399.50|5.00|759.05
663|217|12|12|291.00|0.00|3492.00
664|218|35|2|705.75|0.00|1411.50
665|218|23|10|489.75|0.00|4897.50
666|218|36|10|723.00|0.00|7230.00
667|218|26|10|543.50|0.00|5435.00
668|219|3|10|129.75|0.00|1297.50
669|219|20|11|435.00|5.00|4545.75
670|219|7|4|201.75|0.00|807.00
